Files already downloaded and verified
Files already downloaded and verified
  0%|          | 0/1563 [00:00<?, ?step/s]
[ 7 / 20 ], Loss:1.1084, Acc:0.6250:  17%|█▋        | 273/1563 [00:03<00:13, 92.68step/s]
[ 7 / 20 ], Loss:0.9360, Acc:0.8125:  17%|█▋        | 273/1563 [00:03<00:13, 92.68step/s]
[ 7 / 20 ], Loss:1.2210, Acc:0.5625:  17%|█▋        | 273/1563 [00:03<00:13, 92.68step/s]
[ 7 / 20 ], Loss:1.1501, Acc:0.5000:  17%|█▋        | 273/1563 [00:03<00:13, 92.68step/s]
[ 7 / 20 ], Loss:1.1967, Acc:0.5312:  17%|█▋        | 273/1563 [00:03<00:13, 92.68step/s]
[ 7 / 20 ], Loss:1.4182, Acc:0.4375:  17%|█▋        | 273/1563 [00:03<00:13, 92.68step/s]
[ 7 / 20 ], Loss:1.3461, Acc:0.5625:  17%|█▋        | 273/1563 [00:03<00:13, 92.68step/s]
[ 7 / 20 ], Loss:1.3061, Acc:0.5938:  17%|█▋        | 273/1563 [00:03<00:13, 92.68step/s]
[ 7 / 20 ], Loss:1.5161, Acc:0.4688:  17%|█▋        | 273/1563 [00:03<00:13, 92.68step/s]
[ 7 / 20 ], Loss:1.3522, Acc:0.4688:  17%|█▋        | 273/1563 [00:03<00:13, 92.68step/s]
[ 7 / 20 ], Loss:1.3522, Acc:0.4688:  18%|█▊        | 283/1563 [00:03<00:13, 91.57step/s]
[ 7 / 20 ], Loss:1.4503, Acc:0.4375:  18%|█▊        | 283/1563 [00:03<00:13, 91.57step/s]
[ 7 / 20 ], Loss:1.0167, Acc:0.6562:  18%|█▊        | 283/1563 [00:03<00:13, 91.57step/s]
[ 7 / 20 ], Loss:1.2217, Acc:0.6562:  18%|█▊        | 283/1563 [00:03<00:13, 91.57step/s]
[ 7 / 20 ], Loss:1.4082, Acc:0.5000:  18%|█▊        | 283/1563 [00:03<00:13, 91.57step/s]
[ 7 / 20 ], Loss:1.4599, Acc:0.4062:  18%|█▊        | 283/1563 [00:03<00:13, 91.57step/s]
[ 7 / 20 ], Loss:1.5190, Acc:0.5938:  18%|█▊        | 283/1563 [00:03<00:13, 91.57step/s]
[ 7 / 20 ], Loss:1.2275, Acc:0.6250:  18%|█▊        | 283/1563 [00:03<00:13, 91.57step/s]
[ 7 / 20 ], Loss:1.4127, Acc:0.4688:  18%|█▊        | 283/1563 [00:03<00:13, 91.57step/s]
[ 7 / 20 ], Loss:1.4401, Acc:0.4375:  18%|█▊        | 283/1563 [00:03<00:13, 91.57step/s]
[ 7 / 20 ], Loss:1.0546, Acc:0.6250:  18%|█▊        | 283/1563 [00:03<00:13, 91.57step/s]
[ 7 / 20 ], Loss:1.4432, Acc:0.4688:  18%|█▊        | 283/1563 [00:03<00:13, 91.57step/s]
[ 7 / 20 ], Loss:1.4432, Acc:0.4688:  19%|█▉        | 294/1563 [00:03<00:13, 94.27step/s]
[ 7 / 20 ], Loss:1.4432, Acc:0.4375:  19%|█▉        | 294/1563 [00:03<00:13, 94.27step/s]
[ 7 / 20 ], Loss:1.1527, Acc:0.6250:  19%|█▉        | 294/1563 [00:03<00:13, 94.27step/s]
[ 7 / 20 ], Loss:1.2898, Acc:0.6250:  19%|█▉        | 294/1563 [00:03<00:13, 94.27step/s]
[ 7 / 20 ], Loss:1.0522, Acc:0.6875:  19%|█▉        | 294/1563 [00:03<00:13, 94.27step/s]
[ 7 / 20 ], Loss:0.8837, Acc:0.7812:  19%|█▉        | 294/1563 [00:03<00:13, 94.27step/s]
[ 7 / 20 ], Loss:1.3149, Acc:0.6250:  19%|█▉        | 294/1563 [00:03<00:13, 94.27step/s]
[ 7 / 20 ], Loss:1.1121, Acc:0.6562:  19%|█▉        | 294/1563 [00:03<00:13, 94.27step/s]
[ 7 / 20 ], Loss:1.3126, Acc:0.4688:  19%|█▉        | 294/1563 [00:03<00:13, 94.27step/s]
[ 7 / 20 ], Loss:1.0312, Acc:0.6562:  19%|█▉        | 294/1563 [00:03<00:13, 94.27step/s]
[ 7 / 20 ], Loss:1.2827, Acc:0.5938:  19%|█▉        | 294/1563 [00:03<00:13, 94.27step/s]
[ 7 / 20 ], Loss:1.2827, Acc:0.5938:  19%|█▉        | 304/1563 [00:03<00:13, 93.79step/s]
[ 7 / 20 ], Loss:1.0859, Acc:0.6562:  19%|█▉        | 304/1563 [00:03<00:13, 93.79step/s]
[ 7 / 20 ], Loss:1.2077, Acc:0.5625:  19%|█▉        | 304/1563 [00:03<00:13, 93.79step/s]
[ 7 / 20 ], Loss:1.2747, Acc:0.6562:  19%|█▉        | 304/1563 [00:03<00:13, 93.79step/s]
[ 7 / 20 ], Loss:1.2586, Acc:0.5938:  19%|█▉        | 304/1563 [00:03<00:13, 93.79step/s]
[ 7 / 20 ], Loss:1.0418, Acc:0.7500:  19%|█▉        | 304/1563 [00:03<00:13, 93.79step/s]
[ 7 / 20 ], Loss:1.2872, Acc:0.5625:  19%|█▉        | 304/1563 [00:03<00:13, 93.79step/s]
[ 7 / 20 ], Loss:1.1480, Acc:0.5000:  19%|█▉        | 304/1563 [00:03<00:13, 93.79step/s]
[ 7 / 20 ], Loss:1.0495, Acc:0.6250:  19%|█▉        | 304/1563 [00:03<00:13, 93.79step/s]
[ 7 / 20 ], Loss:1.2692, Acc:0.5938:  19%|█▉        | 304/1563 [00:03<00:13, 93.79step/s]
[ 7 / 20 ], Loss:1.4273, Acc:0.5312:  19%|█▉        | 304/1563 [00:03<00:13, 93.79step/s]
[ 7 / 20 ], Loss:1.4273, Acc:0.5312:  20%|██        | 314/1563 [00:03<00:13, 94.68step/s]
[ 7 / 20 ], Loss:1.3484, Acc:0.4688:  20%|██        | 314/1563 [00:03<00:13, 94.68step/s]
[ 7 / 20 ], Loss:1.7033, Acc:0.4375:  20%|██        | 314/1563 [00:03<00:13, 94.68step/s]
[ 7 / 20 ], Loss:1.3241, Acc:0.6562:  20%|██        | 314/1563 [00:03<00:13, 94.68step/s]
[ 7 / 20 ], Loss:1.8007, Acc:0.3438:  20%|██        | 314/1563 [00:03<00:13, 94.68step/s]
[ 7 / 20 ], Loss:1.6077, Acc:0.4688:  20%|██        | 314/1563 [00:03<00:13, 94.68step/s]
[ 7 / 20 ], Loss:1.3221, Acc:0.5000:  20%|██        | 314/1563 [00:03<00:13, 94.68step/s]
[ 7 / 20 ], Loss:1.4000, Acc:0.4375:  20%|██        | 314/1563 [00:03<00:13, 94.68step/s]
[ 7 / 20 ], Loss:1.1601, Acc:0.5312:  20%|██        | 314/1563 [00:03<00:13, 94.68step/s]
[ 7 / 20 ], Loss:1.3482, Acc:0.5938:  20%|██        | 314/1563 [00:03<00:13, 94.68step/s]
[ 7 / 20 ], Loss:1.3534, Acc:0.5000:  20%|██        | 314/1563 [00:03<00:13, 94.68step/s]
[ 7 / 20 ], Loss:1.3534, Acc:0.5000:  21%|██        | 324/1563 [00:03<00:14, 86.87step/s]
[ 7 / 20 ], Loss:1.1830, Acc:0.5625:  21%|██        | 324/1563 [00:03<00:14, 86.87step/s]
[ 7 / 20 ], Loss:1.1422, Acc:0.5625:  21%|██        | 324/1563 [00:03<00:14, 86.87step/s]
[ 7 / 20 ], Loss:1.2866, Acc:0.5938:  21%|██        | 324/1563 [00:03<00:14, 86.87step/s]
[ 7 / 20 ], Loss:1.1490, Acc:0.5625:  21%|██        | 324/1563 [00:03<00:14, 86.87step/s]
[ 7 / 20 ], Loss:1.1782, Acc:0.5938:  21%|██        | 324/1563 [00:03<00:14, 86.87step/s]
[ 7 / 20 ], Loss:0.9562, Acc:0.7188:  21%|██        | 324/1563 [00:03<00:14, 86.87step/s]
[ 7 / 20 ], Loss:1.4314, Acc:0.6250:  21%|██        | 324/1563 [00:03<00:14, 86.87step/s]
[ 7 / 20 ], Loss:1.2253, Acc:0.5000:  21%|██        | 324/1563 [00:03<00:14, 86.87step/s]
[ 7 / 20 ], Loss:1.3510, Acc:0.4688:  21%|██        | 324/1563 [00:03<00:14, 86.87step/s]
[ 7 / 20 ], Loss:1.2946, Acc:0.4375:  21%|██        | 324/1563 [00:03<00:14, 86.87step/s]
[ 7 / 20 ], Loss:1.2946, Acc:0.4375:  21%|██▏       | 334/1563 [00:03<00:13, 89.59step/s]
[ 7 / 20 ], Loss:1.0163, Acc:0.5938:  21%|██▏       | 334/1563 [00:03<00:13, 89.59step/s]
[ 7 / 20 ], Loss:1.4033, Acc:0.5312:  21%|██▏       | 334/1563 [00:03<00:13, 89.59step/s]
[ 7 / 20 ], Loss:1.2122, Acc:0.5312:  21%|██▏       | 334/1563 [00:03<00:13, 89.59step/s]
[ 7 / 20 ], Loss:1.1700, Acc:0.5000:  21%|██▏       | 334/1563 [00:03<00:13, 89.59step/s]
[ 7 / 20 ], Loss:1.2087, Acc:0.4688:  21%|██▏       | 334/1563 [00:03<00:13, 89.59step/s]
[ 7 / 20 ], Loss:1.3203, Acc:0.5625:  21%|██▏       | 334/1563 [00:03<00:13, 89.59step/s]
[ 7 / 20 ], Loss:1.2937, Acc:0.5625:  21%|██▏       | 334/1563 [00:03<00:13, 89.59step/s]
[ 7 / 20 ], Loss:1.5508, Acc:0.4688:  21%|██▏       | 334/1563 [00:03<00:13, 89.59step/s]
[ 7 / 20 ], Loss:1.2045, Acc:0.5312:  21%|██▏       | 334/1563 [00:03<00:13, 89.59step/s]
[ 7 / 20 ], Loss:1.2700, Acc:0.5312:  21%|██▏       | 334/1563 [00:03<00:13, 89.59step/s]
[ 7 / 20 ], Loss:1.2700, Acc:0.5312:  22%|██▏       | 344/1563 [00:03<00:13, 91.28step/s]
[ 7 / 20 ], Loss:1.2544, Acc:0.5625:  22%|██▏       | 344/1563 [00:03<00:13, 91.28step/s]
[ 7 / 20 ], Loss:1.2148, Acc:0.5938:  22%|██▏       | 344/1563 [00:03<00:13, 91.28step/s]
[ 7 / 20 ], Loss:1.3393, Acc:0.5312:  22%|██▏       | 344/1563 [00:03<00:13, 91.28step/s]
[ 7 / 20 ], Loss:1.0305, Acc:0.6562:  22%|██▏       | 344/1563 [00:03<00:13, 91.28step/s]
[ 7 / 20 ], Loss:1.3019, Acc:0.4688:  22%|██▏       | 344/1563 [00:03<00:13, 91.28step/s]
[ 7 / 20 ], Loss:1.5314, Acc:0.3125:  22%|██▏       | 344/1563 [00:03<00:13, 91.28step/s]
[ 7 / 20 ], Loss:1.5149, Acc:0.4375:  22%|██▏       | 344/1563 [00:03<00:13, 91.28step/s]
[ 7 / 20 ], Loss:1.1405, Acc:0.5625:  22%|██▏       | 344/1563 [00:03<00:13, 91.28step/s]
[ 7 / 20 ], Loss:0.9701, Acc:0.6875:  22%|██▏       | 344/1563 [00:03<00:13, 91.28step/s]
[ 7 / 20 ], Loss:1.0445, Acc:0.5625:  22%|██▏       | 344/1563 [00:03<00:13, 91.28step/s]
[ 7 / 20 ], Loss:1.0445, Acc:0.5625:  23%|██▎       | 354/1563 [00:03<00:13, 92.34step/s]
[ 7 / 20 ], Loss:1.3035, Acc:0.5000:  23%|██▎       | 354/1563 [00:03<00:13, 92.34step/s]
[ 7 / 20 ], Loss:1.4780, Acc:0.3438:  23%|██▎       | 354/1563 [00:04<00:13, 92.34step/s]
[ 7 / 20 ], Loss:1.5515, Acc:0.5000:  23%|██▎       | 354/1563 [00:04<00:13, 92.34step/s]
[ 7 / 20 ], Loss:1.2607, Acc:0.4688:  23%|██▎       | 354/1563 [00:04<00:13, 92.34step/s]
[ 7 / 20 ], Loss:1.5721, Acc:0.4375:  23%|██▎       | 354/1563 [00:04<00:13, 92.34step/s]
[ 7 / 20 ], Loss:1.4860, Acc:0.4688:  23%|██▎       | 354/1563 [00:04<00:13, 92.34step/s]
[ 7 / 20 ], Loss:1.0206, Acc:0.6250:  23%|██▎       | 354/1563 [00:04<00:13, 92.34step/s]
[ 7 / 20 ], Loss:1.1727, Acc:0.5938:  23%|██▎       | 354/1563 [00:04<00:13, 92.34step/s]
[ 7 / 20 ], Loss:1.0762, Acc:0.6562:  23%|██▎       | 354/1563 [00:04<00:13, 92.34step/s]
[ 7 / 20 ], Loss:1.6185, Acc:0.5625:  23%|██▎       | 354/1563 [00:04<00:13, 92.34step/s]
[ 7 / 20 ], Loss:1.6185, Acc:0.5625:  23%|██▎       | 364/1563 [00:04<00:12, 93.70step/s]
[ 7 / 20 ], Loss:1.1782, Acc:0.5625:  23%|██▎       | 364/1563 [00:04<00:12, 93.70step/s]
[ 7 / 20 ], Loss:0.7865, Acc:0.7812:  23%|██▎       | 364/1563 [00:04<00:12, 93.70step/s]
[ 7 / 20 ], Loss:1.5864, Acc:0.3750:  23%|██▎       | 364/1563 [00:04<00:12, 93.70step/s]
[ 7 / 20 ], Loss:1.6310, Acc:0.2812:  23%|██▎       | 364/1563 [00:04<00:12, 93.70step/s]
[ 7 / 20 ], Loss:1.1227, Acc:0.5938:  23%|██▎       | 364/1563 [00:04<00:12, 93.70step/s]
[ 7 / 20 ], Loss:1.6516, Acc:0.4375:  23%|██▎       | 364/1563 [00:04<00:12, 93.70step/s]
[ 7 / 20 ], Loss:0.8790, Acc:0.7500:  23%|██▎       | 364/1563 [00:04<00:12, 93.70step/s]
[ 7 / 20 ], Loss:1.1022, Acc:0.5938:  23%|██▎       | 364/1563 [00:04<00:12, 93.70step/s]
[ 7 / 20 ], Loss:1.2300, Acc:0.5938:  23%|██▎       | 364/1563 [00:04<00:12, 93.70step/s]
[ 7 / 20 ], Loss:1.3925, Acc:0.4688:  23%|██▎       | 364/1563 [00:04<00:12, 93.70step/s]
[ 7 / 20 ], Loss:1.3925, Acc:0.4688:  24%|██▍       | 374/1563 [00:04<00:12, 94.90step/s]
[ 7 / 20 ], Loss:1.4290, Acc:0.4062:  24%|██▍       | 374/1563 [00:04<00:12, 94.90step/s]
[ 7 / 20 ], Loss:1.2814, Acc:0.5000:  24%|██▍       | 374/1563 [00:04<00:12, 94.90step/s]
[ 7 / 20 ], Loss:1.5148, Acc:0.3750:  24%|██▍       | 374/1563 [00:04<00:12, 94.90step/s]
[ 7 / 20 ], Loss:1.2483, Acc:0.5625:  24%|██▍       | 374/1563 [00:04<00:12, 94.90step/s]
[ 7 / 20 ], Loss:1.1731, Acc:0.5312:  24%|██▍       | 374/1563 [00:04<00:12, 94.90step/s]
[ 7 / 20 ], Loss:1.4401, Acc:0.4688:  24%|██▍       | 374/1563 [00:04<00:12, 94.90step/s]
[ 7 / 20 ], Loss:1.2554, Acc:0.5312:  24%|██▍       | 374/1563 [00:04<00:12, 94.90step/s]
[ 7 / 20 ], Loss:1.3530, Acc:0.4688:  24%|██▍       | 374/1563 [00:04<00:12, 94.90step/s]
[ 7 / 20 ], Loss:1.1776, Acc:0.5000:  24%|██▍       | 374/1563 [00:04<00:12, 94.90step/s]
[ 7 / 20 ], Loss:1.1015, Acc:0.5625:  24%|██▍       | 374/1563 [00:04<00:12, 94.90step/s]
[ 7 / 20 ], Loss:1.1015, Acc:0.5625:  25%|██▍       | 384/1563 [00:04<00:12, 93.33step/s]
[ 7 / 20 ], Loss:1.5847, Acc:0.4688:  25%|██▍       | 384/1563 [00:04<00:12, 93.33step/s]
[ 7 / 20 ], Loss:1.3035, Acc:0.4375:  25%|██▍       | 384/1563 [00:04<00:12, 93.33step/s]
[ 7 / 20 ], Loss:1.1872, Acc:0.5312:  25%|██▍       | 384/1563 [00:04<00:12, 93.33step/s]
[ 7 / 20 ], Loss:1.3574, Acc:0.5938:  25%|██▍       | 384/1563 [00:04<00:12, 93.33step/s]
[ 7 / 20 ], Loss:1.2579, Acc:0.5312:  25%|██▍       | 384/1563 [00:04<00:12, 93.33step/s]
[ 7 / 20 ], Loss:1.8799, Acc:0.4375:  25%|██▍       | 384/1563 [00:04<00:12, 93.33step/s]
[ 7 / 20 ], Loss:1.1812, Acc:0.6250:  25%|██▍       | 384/1563 [00:04<00:12, 93.33step/s]
[ 7 / 20 ], Loss:1.2590, Acc:0.5000:  25%|██▍       | 384/1563 [00:04<00:12, 93.33step/s]
[ 7 / 20 ], Loss:1.3178, Acc:0.4688:  25%|██▍       | 384/1563 [00:04<00:12, 93.33step/s]
[ 7 / 20 ], Loss:1.3588, Acc:0.4688:  25%|██▍       | 384/1563 [00:04<00:12, 93.33step/s]
[ 7 / 20 ], Loss:1.3588, Acc:0.4688:  25%|██▌       | 394/1563 [00:04<00:12, 90.47step/s]
[ 7 / 20 ], Loss:1.3630, Acc:0.6562:  25%|██▌       | 394/1563 [00:04<00:12, 90.47step/s]
[ 7 / 20 ], Loss:1.5934, Acc:0.4688:  25%|██▌       | 394/1563 [00:04<00:12, 90.47step/s]
[ 7 / 20 ], Loss:1.5702, Acc:0.5000:  25%|██▌       | 394/1563 [00:04<00:12, 90.47step/s]
[ 7 / 20 ], Loss:1.5691, Acc:0.3438:  25%|██▌       | 394/1563 [00:04<00:12, 90.47step/s]
[ 7 / 20 ], Loss:1.2524, Acc:0.5938:  25%|██▌       | 394/1563 [00:04<00:12, 90.47step/s]
[ 7 / 20 ], Loss:1.5554, Acc:0.5000:  25%|██▌       | 394/1563 [00:04<00:12, 90.47step/s]
[ 7 / 20 ], Loss:1.3114, Acc:0.5625:  25%|██▌       | 394/1563 [00:04<00:12, 90.47step/s]
[ 7 / 20 ], Loss:1.2021, Acc:0.5000:  25%|██▌       | 394/1563 [00:04<00:12, 90.47step/s]
[ 7 / 20 ], Loss:1.2161, Acc:0.5938:  25%|██▌       | 394/1563 [00:04<00:12, 90.47step/s]
[ 7 / 20 ], Loss:1.2894, Acc:0.5312:  25%|██▌       | 394/1563 [00:04<00:12, 90.47step/s]
[ 7 / 20 ], Loss:1.2894, Acc:0.5312:  26%|██▌       | 404/1563 [00:04<00:12, 89.65step/s]
[ 7 / 20 ], Loss:1.0594, Acc:0.6250:  26%|██▌       | 404/1563 [00:04<00:12, 89.65step/s]
[ 7 / 20 ], Loss:1.5634, Acc:0.3750:  26%|██▌       | 404/1563 [00:04<00:12, 89.65step/s]
[ 7 / 20 ], Loss:1.0853, Acc:0.6875:  26%|██▌       | 404/1563 [00:04<00:12, 89.65step/s]
[ 7 / 20 ], Loss:0.9326, Acc:0.6250:  26%|██▌       | 404/1563 [00:04<00:12, 89.65step/s]
[ 7 / 20 ], Loss:1.0503, Acc:0.5625:  26%|██▌       | 404/1563 [00:04<00:12, 89.65step/s]
[ 7 / 20 ], Loss:1.7148, Acc:0.4062:  26%|██▌       | 404/1563 [00:04<00:12, 89.65step/s]
[ 7 / 20 ], Loss:1.2537, Acc:0.6562:  26%|██▌       | 404/1563 [00:04<00:12, 89.65step/s]
[ 7 / 20 ], Loss:1.1258, Acc:0.5312:  26%|██▌       | 404/1563 [00:04<00:12, 89.65step/s]
[ 7 / 20 ], Loss:1.0982, Acc:0.5625:  26%|██▌       | 404/1563 [00:04<00:12, 89.65step/s]
[ 7 / 20 ], Loss:1.0982, Acc:0.5625:  26%|██▋       | 413/1563 [00:04<00:13, 86.71step/s]
[ 7 / 20 ], Loss:1.3420, Acc:0.5312:  26%|██▋       | 413/1563 [00:04<00:13, 86.71step/s]
[ 7 / 20 ], Loss:1.3733, Acc:0.5312:  26%|██▋       | 413/1563 [00:04<00:13, 86.71step/s]
[ 7 / 20 ], Loss:1.1788, Acc:0.5625:  26%|██▋       | 413/1563 [00:04<00:13, 86.71step/s]
[ 7 / 20 ], Loss:1.2541, Acc:0.5000:  26%|██▋       | 413/1563 [00:04<00:13, 86.71step/s]
[ 7 / 20 ], Loss:1.3346, Acc:0.5000:  26%|██▋       | 413/1563 [00:04<00:13, 86.71step/s]
[ 7 / 20 ], Loss:1.1529, Acc:0.5625:  26%|██▋       | 413/1563 [00:04<00:13, 86.71step/s]
[ 7 / 20 ], Loss:1.3698, Acc:0.5625:  26%|██▋       | 413/1563 [00:04<00:13, 86.71step/s]
[ 7 / 20 ], Loss:1.1125, Acc:0.5312:  26%|██▋       | 413/1563 [00:04<00:13, 86.71step/s]
[ 7 / 20 ], Loss:1.4122, Acc:0.5000:  26%|██▋       | 413/1563 [00:04<00:13, 86.71step/s]
[ 7 / 20 ], Loss:1.0528, Acc:0.5625:  26%|██▋       | 413/1563 [00:04<00:13, 86.71step/s]
[ 7 / 20 ], Loss:1.0528, Acc:0.5625:  27%|██▋       | 423/1563 [00:04<00:12, 88.70step/s]
[ 7 / 20 ], Loss:1.1654, Acc:0.5312:  27%|██▋       | 423/1563 [00:04<00:12, 88.70step/s]
[ 7 / 20 ], Loss:1.3572, Acc:0.5625:  27%|██▋       | 423/1563 [00:04<00:12, 88.70step/s]
[ 7 / 20 ], Loss:1.0379, Acc:0.5938:  27%|██▋       | 423/1563 [00:04<00:12, 88.70step/s]
[ 7 / 20 ], Loss:1.0481, Acc:0.6562:  27%|██▋       | 423/1563 [00:04<00:12, 88.70step/s]
[ 7 / 20 ], Loss:0.9870, Acc:0.5000:  27%|██▋       | 423/1563 [00:04<00:12, 88.70step/s]
[ 7 / 20 ], Loss:0.9778, Acc:0.7500:  27%|██▋       | 423/1563 [00:04<00:12, 88.70step/s]
[ 7 / 20 ], Loss:0.9838, Acc:0.7188:  27%|██▋       | 423/1563 [00:04<00:12, 88.70step/s]
[ 7 / 20 ], Loss:1.1386, Acc:0.5625:  27%|██▋       | 423/1563 [00:04<00:12, 88.70step/s]
[ 7 / 20 ], Loss:1.2390, Acc:0.6250:  27%|██▋       | 423/1563 [00:04<00:12, 88.70step/s]
[ 7 / 20 ], Loss:1.2390, Acc:0.6250:  28%|██▊       | 432/1563 [00:04<00:13, 85.94step/s]
[ 7 / 20 ], Loss:1.5153, Acc:0.4688:  28%|██▊       | 432/1563 [00:04<00:13, 85.94step/s]
[ 7 / 20 ], Loss:1.0691, Acc:0.5625:  28%|██▊       | 432/1563 [00:04<00:13, 85.94step/s]
[ 7 / 20 ], Loss:1.3573, Acc:0.4375:  28%|██▊       | 432/1563 [00:04<00:13, 85.94step/s]
[ 7 / 20 ], Loss:1.3912, Acc:0.5625:  28%|██▊       | 432/1563 [00:04<00:13, 85.94step/s]
[ 7 / 20 ], Loss:1.3013, Acc:0.5625:  28%|██▊       | 432/1563 [00:04<00:13, 85.94step/s]
[ 7 / 20 ], Loss:1.5388, Acc:0.4062:  28%|██▊       | 432/1563 [00:04<00:13, 85.94step/s]
[ 7 / 20 ], Loss:1.1321, Acc:0.5625:  28%|██▊       | 432/1563 [00:04<00:13, 85.94step/s]
[ 7 / 20 ], Loss:1.1051, Acc:0.5938:  28%|██▊       | 432/1563 [00:04<00:13, 85.94step/s]
[ 7 / 20 ], Loss:1.1351, Acc:0.5938:  28%|██▊       | 432/1563 [00:04<00:13, 85.94step/s]
[ 7 / 20 ], Loss:1.2329, Acc:0.5312:  28%|██▊       | 432/1563 [00:04<00:13, 85.94step/s]
[ 7 / 20 ], Loss:1.2329, Acc:0.5312:  28%|██▊       | 442/1563 [00:04<00:12, 88.71step/s]
[ 7 / 20 ], Loss:1.2504, Acc:0.6562:  28%|██▊       | 442/1563 [00:04<00:12, 88.71step/s]
[ 7 / 20 ], Loss:1.3703, Acc:0.5312:  28%|██▊       | 442/1563 [00:04<00:12, 88.71step/s]
[ 7 / 20 ], Loss:1.1046, Acc:0.5625:  28%|██▊       | 442/1563 [00:04<00:12, 88.71step/s]
[ 7 / 20 ], Loss:1.2802, Acc:0.4375:  28%|██▊       | 442/1563 [00:05<00:12, 88.71step/s]
[ 7 / 20 ], Loss:1.3152, Acc:0.4688:  28%|██▊       | 442/1563 [00:05<00:12, 88.71step/s]
[ 7 / 20 ], Loss:1.1945, Acc:0.5625:  28%|██▊       | 442/1563 [00:05<00:12, 88.71step/s]
[ 7 / 20 ], Loss:1.7989, Acc:0.4375:  28%|██▊       | 442/1563 [00:05<00:12, 88.71step/s]
[ 7 / 20 ], Loss:1.3528, Acc:0.5000:  28%|██▊       | 442/1563 [00:05<00:12, 88.71step/s]
[ 7 / 20 ], Loss:1.3185, Acc:0.5625:  28%|██▊       | 442/1563 [00:05<00:12, 88.71step/s]
[ 7 / 20 ], Loss:1.2239, Acc:0.5312:  28%|██▊       | 442/1563 [00:05<00:12, 88.71step/s]
[ 7 / 20 ], Loss:1.2239, Acc:0.5312:  29%|██▉       | 452/1563 [00:05<00:12, 89.22step/s]
[ 7 / 20 ], Loss:1.1540, Acc:0.6875:  29%|██▉       | 452/1563 [00:05<00:12, 89.22step/s]
[ 7 / 20 ], Loss:1.1293, Acc:0.6250:  29%|██▉       | 452/1563 [00:05<00:12, 89.22step/s]
[ 7 / 20 ], Loss:1.6635, Acc:0.3750:  29%|██▉       | 452/1563 [00:05<00:12, 89.22step/s]
[ 7 / 20 ], Loss:1.3268, Acc:0.5625:  29%|██▉       | 452/1563 [00:05<00:12, 89.22step/s]
[ 7 / 20 ], Loss:1.1775, Acc:0.5938:  29%|██▉       | 452/1563 [00:05<00:12, 89.22step/s]
[ 7 / 20 ], Loss:1.2234, Acc:0.5000:  29%|██▉       | 452/1563 [00:05<00:12, 89.22step/s]
[ 7 / 20 ], Loss:1.7039, Acc:0.3750:  29%|██▉       | 452/1563 [00:05<00:12, 89.22step/s]
[ 7 / 20 ], Loss:1.3810, Acc:0.6250:  29%|██▉       | 452/1563 [00:05<00:12, 89.22step/s]
[ 7 / 20 ], Loss:0.9725, Acc:0.6562:  29%|██▉       | 452/1563 [00:05<00:12, 89.22step/s]
[ 7 / 20 ], Loss:0.9725, Acc:0.6562:  29%|██▉       | 461/1563 [00:05<00:12, 88.99step/s]
[ 7 / 20 ], Loss:1.5659, Acc:0.5000:  29%|██▉       | 461/1563 [00:05<00:12, 88.99step/s]
[ 7 / 20 ], Loss:1.1958, Acc:0.5938:  29%|██▉       | 461/1563 [00:05<00:12, 88.99step/s]
[ 7 / 20 ], Loss:1.6405, Acc:0.5000:  29%|██▉       | 461/1563 [00:05<00:12, 88.99step/s]
[ 7 / 20 ], Loss:1.5667, Acc:0.4688:  29%|██▉       | 461/1563 [00:05<00:12, 88.99step/s]
[ 7 / 20 ], Loss:1.4060, Acc:0.5938:  29%|██▉       | 461/1563 [00:05<00:12, 88.99step/s]
[ 7 / 20 ], Loss:1.2960, Acc:0.5000:  29%|██▉       | 461/1563 [00:05<00:12, 88.99step/s]
[ 7 / 20 ], Loss:1.4541, Acc:0.5000:  29%|██▉       | 461/1563 [00:05<00:12, 88.99step/s]
[ 7 / 20 ], Loss:1.0360, Acc:0.5312:  29%|██▉       | 461/1563 [00:05<00:12, 88.99step/s]
[ 7 / 20 ], Loss:1.2775, Acc:0.6250:  29%|██▉       | 461/1563 [00:05<00:12, 88.99step/s]
[ 7 / 20 ], Loss:1.2824, Acc:0.5312:  29%|██▉       | 461/1563 [00:05<00:12, 88.99step/s]
[ 7 / 20 ], Loss:1.2824, Acc:0.5312:  30%|███       | 471/1563 [00:05<00:12, 90.01step/s]
[ 7 / 20 ], Loss:1.2338, Acc:0.5938:  30%|███       | 471/1563 [00:05<00:12, 90.01step/s]
[ 7 / 20 ], Loss:1.2274, Acc:0.5312:  30%|███       | 471/1563 [00:05<00:12, 90.01step/s]
[ 7 / 20 ], Loss:1.0761, Acc:0.7188:  30%|███       | 471/1563 [00:05<00:12, 90.01step/s]
[ 7 / 20 ], Loss:1.1174, Acc:0.5625:  30%|███       | 471/1563 [00:05<00:12, 90.01step/s]
[ 7 / 20 ], Loss:1.1536, Acc:0.5625:  30%|███       | 471/1563 [00:05<00:12, 90.01step/s]
[ 7 / 20 ], Loss:1.3096, Acc:0.4688:  30%|███       | 471/1563 [00:05<00:12, 90.01step/s]
[ 7 / 20 ], Loss:0.9171, Acc:0.6562:  30%|███       | 471/1563 [00:05<00:12, 90.01step/s]
[ 7 / 20 ], Loss:1.3790, Acc:0.5938:  30%|███       | 471/1563 [00:05<00:12, 90.01step/s]
